repo,metric,date,value,source
https://github.com/kdeldycke/awesome-billing,commit,2026-08-20,2026-08-14,sample
https://github.com/kdeldycke/awesome-billing,stars,2019-06-12,0,created
https://github.com/kdeldycke/awesome-billing,stars,2019-11-14,1,github
https://github.com/kdeldycke/awesome-billing,stars,2019-11-24,2,github
https://github.com/kdeldycke/awesome-billing,stars,2019-11-25,3,github
https://github.com/kdeldycke/awesome-billing,stars,2019-11-26,4,github
https://github.com/kdeldycke/awesome-billing,stars,2019-11-27,5,github
https://github.com/kdeldycke/awesome-billing,stars,2019-12-06,6,github
https://github.com/kdeldycke/awesome-billing,stars,2019-12-16,7,github
https://github.com/kdeldycke/awesome-billing,stars,2019-12-20,8,github
https://github.com/kdeldycke/awesome-billing,stars,2019-12-21,9,github
https://github.com/kdeldycke/awesome-billing,stars,2020-01-06,10,github
https://github.com/kdeldycke/awesome-billing,stars,2020-01-08,11,github
https://github.com/kdeldycke/awesome-billing,stars,2020-01-10,12,github
https://github.com/kdeldycke/awesome-billing,stars,2020-01-20,13,github
https://github.com/kdeldycke/awesome-billing,stars,2020-01-23,14,github
https://github.com/kdeldycke/awesome-billing,stars,2020-01-25,15,github
https://github.com/kdeldycke/awesome-billing,stars,2020-02-08,16,github
https://github.com/kdeldycke/awesome-billing,stars,2020-02-09,17,github
https://github.com/kdeldycke/awesome-billing,stars,2020-02-10,20,github
https://github.com/kdeldycke/awesome-billing,stars,2020-02-11,22,github
https://github.com/kdeldycke/awesome-billing,stars,2020-02-14,23,github
https://github.com/kdeldycke/awesome-billing,stars,2020-02-17,24,github
https://github.com/kdeldycke/awesome-billing,stars,2020-02-18,26,github
https://github.com/kdeldycke/awesome-billing,stars,2020-02-21,27,github
https://github.com/kdeldycke/awesome-billing,stars,2020-02-24,28,github
https://github.com/kdeldycke/awesome-billing,stars,2020-03-04,29,github
https://github.com/kdeldycke/awesome-billing,stars,2020-04-07,30,github
https://github.com/kdeldycke/awesome-billing,stars,2020-04-08,31,github
https://github.com/kdeldycke/awesome-billing,stars,2020-04-21,32,github
https://github.com/kdeldycke/awesome-billing,stars,2020-04-28,33,github
https://github.com/kdeldycke/awesome-billing,stars,2020-05-15,34,github
https://github.com/kdeldycke/awesome-billing,stars,2020-05-22,36,github
https://github.com/kdeldycke/awesome-billing,stars,2020-05-28,37,github
https://github.com/kdeldycke/awesome-billing,stars,2020-06-11,38,github
https://github.com/kdeldycke/awesome-billing,stars,2020-06-12,39,github
https://github.com/kdeldycke/awesome-billing,stars,2020-06-13,40,github
https://github.com/kdeldycke/awesome-billing,stars,2020-06-19,41,github
https://github.com/kdeldycke/awesome-billing,stars,2020-06-22,42,github
https://github.com/kdeldycke/awesome-billing,stars,2020-06-27,43,github
https://github.com/kdeldycke/awesome-billing,stars,2020-07-01,44,github
https://github.com/kdeldycke/awesome-billing,stars,2020-07-06,45,github
https://github.com/kdeldycke/awesome-billing,stars,2020-07-28,46,github
https://github.com/kdeldycke/awesome-billing,stars,2020-07-29,48,github
https://github.com/kdeldycke/awesome-billing,stars,2020-07-30,49,github
https://github.com/kdeldycke/awesome-billing,stars,2020-07-31,51,github
https://github.com/kdeldycke/awesome-billing,stars,2020-08-03,52,github
https://github.com/kdeldycke/awesome-billing,stars,2020-08-04,54,github
https://github.com/kdeldycke/awesome-billing,stars,2020-08-06,55,github
https://github.com/kdeldycke/awesome-billing,stars,2020-08-09,56,github
https://github.com/kdeldycke/awesome-billing,stars,2020-08-10,57,github
https://github.com/kdeldycke/awesome-billing,stars,2020-08-13,58,github
https://github.com/kdeldycke/awesome-billing,stars,2020-08-14,59,github
https://github.com/kdeldycke/awesome-billing,stars,2020-08-25,60,github
https://github.com/kdeldycke/awesome-billing,stars,2020-09-07,61,github
